hash_,rating,position,name,club,league,country,skillboost
2374,87,CF,Quaison,"1. FSV Mainz 05","Germany 1. Bundesliga",Sweden,ACCELERATION
2375,87,ST,Hamdallah,"Al Nassr","Saudi Pro League",Morocco,ACCELERATION
2376,87,CB,Rrahmani,"Hellas Verona","Italy Serie A",Kosovo,TACKLING
2377,87,ST,Vlahović,Fiorentina,"Italy Serie A",Serbia,TARGETMAN
2378,87,LB,Reguilón,"Sevilla FC","Spain Primera División",Spain,PACE
2379,87,CB,Pepe,"FC Porto","Portugal Primeira Liga",Portugal,HOLDING
2380,87,LW,Son,"Tottenham Hotspur","England Premier League","Korea Republic",SPEED
2381,87,ST,Benzema,"Real Madrid","Spain Primera División",France,ACCELERATION
2382,87,CDM,Gueye,"Paris Saint-Germain","France Ligue 1",Senegal,INTERCEPTIONS
2383,87,GK,Alisson,Liverpool,"England Premier League",Brazil,GKPOSITIONING
2384,87,ST,Gómez,"Valencia CF","Spain Primera División",Uruguay,SHOOTING
2385,87,ST,Hamdallah,"Al Nassr","Saudi Pro League",Morocco,ACCELERATION
2386,87,GK,"Sergio Asenjo","Villarreal CF","Spain Primera División",Spain,NUMBER1
2387,87,CDM,Kanté,Chelsea,"England Premier League",France,PASSING
2388,87,CM,Verratti,"Paris Saint-Germain","France Ligue 1",Italy,CAPTAIN
2389,87,CAM,Havertz,"Bayer 04 Leverkusen","Germany 1. Bundesliga",Germany,FREEKICK
2390,87,GK,Hrádecký,"Bayer 04 Leverkusen","Germany 1. Bundesliga",Finland,DIVING
2391,87,LB,Jacobson,"Wycombe Wanderers","England League One",Wales,CROSSING
2392,87,CM,Vasiliadis,"SC Paderborn 07","Germany 1. Bundesliga",Germany,PASSING
2393,87,LW,Barnes,Liverpool,"England Premier League",England,ATTACKING
2394,87,LW,Benrahma,Brentford,"England Championship",Algeria,ATTACKING
2395,87,RW,Puertas,"Granada CF","Spain Primera División",Spain,SPEED
2396,87,CB,Dumić,"SV Darmstadt 98","Germany 2. Bundesliga","Bosnia and Herzegovina",PHYSICAL
2397,87,LB,Sessegnon,"Tottenham Hotspur","England Premier League",England,REACTIONS
2398,87,LM,"Wei Shihao","Guangzhou Evergrande Taobao","China Super League","China PR",LONGSHOTS
2399,87,ST,Paulinho,Braga,"Portugal Primeira Liga",Portugal,TARGETMAN
2400,87,LW,Hakimi,"Borussia Dortmund","Germany 1. Bundesliga",Morocco,DRIBBLING
2401,87,LB,Reguilón,"Sevilla FC","Spain Primera División",Spain,PACE
2402,87,LB,"Alex Sandro","Piemonte Calcio","Italy Serie A",Brazil,BALANCED
2403,87,ST,Lewandowski,"Bayern München","Germany 1. Bundesliga",Poland,TARGETMAN
2404,87,CB,Giménez,"Atlético de Madrid","Spain Primera División",Uruguay,STOPPER
2405,87,GK,Onana,Ajax,"Holland Eredivisie",Cameroon,NUMBER1
2406,87,CB,Clarke-Salter,"Birmingham City","England Championship",England,AGGRESSION
2407,87,RM,Hulk,"Shanghai SIPG","China Super League",Brazil,LONGSHOTS
2408,87,CB,Lovren,Liverpool,"England Premier League",Croatia,MARKING
2409,87,LB,Jacobson,"Wycombe Wanderers","England League One",Wales,CROSSING
2410,87,CDM,Palhinha,Braga,"Portugal Primeira Liga",Portugal,DESTROYER
2411,87,CF,Quaison,"1. FSV Mainz 05","Germany 1. Bundesliga",Sweden,ACCELERATION
2412,87,ST,Nsame,"BSC Young Boys","Switzerland Super League",Cameroon,ACCELERATION
2413,87,CB,Rrahmani,"Hellas Verona","Italy Serie A",Kosovo,TACKLING
2414,87,ST,Bürger,Mattersburg,"Austria Bundesliga",Austria,ACCELERATION
2415,87,LW,Benrahma,Brentford,"England Championship",Algeria,ATTACKING
2416,87,ST,Gómez,"Valencia CF","Spain Primera División",Uruguay,SHOOTING
2417,87,ST,Inzaghi,Milan,"Italy Serie A",Italy,POACHER
2418,87,RW,Traoré,"Olympique Lyonnais","France Ligue 1","Burkina Faso",SPEED
2419,87,GK,"Sergio Asenjo","Villarreal CF","Spain Primera División",Spain,NUMBER1
2420,87,ST,Kane,"Tottenham Hotspur","England Premier League",England,TARGETMAN
2421,87,LW,Son,"Tottenham Hotspur","England Premier League","Korea Republic",SPEED
2422,87,ST,Laba,"Al Ain FC","Rest of W",Togo,TARGETMAN
2423,87,ST,Benzema,"Real Madrid","Spain Primera División",France,ACCELERATION
2424,87,CM,Cofie,"Demir Grup Sivasspor","Turkey Süper Lig",Ghana,CAPTAIN
2425,87,GK,Steffen,"Fortuna Düsseldorf","Germany 1. Bundesliga","United States",REFLEXES
2426,87,RW,Pelé,"En Avant Guingamp","France Ligue 2",France,AGILITY
2427,87,CB,Umtiti,"FC Barcelona","Spain Primera División",France,HOLDING
2428,87,ST,"El Arabi","Olympiacos CFP","Rest of W",Morocco,POACHER
2429,87,LM,"Wei Shihao","Guangzhou Evergrande Taobao","China Super League","China PR",LONGSHOTS
2430,87,CM,Kroos,"Real Madrid","Spain Primera División",Germany,PASSING
2431,87,ST,Paulinho,Braga,"Portugal Primeira Liga",Portugal,TARGETMAN
2432,87,LM,Hakšabanovič,"IFK Norrköping","Sweden Allsvenskan",Montenegro,LONGSHOTS
2433,87,RM,Hulk,"Shanghai SIPG","China Super League",Brazil,LONGSHOTS
2434,87,CDM,Palhinha,Braga,"Portugal Primeira Liga",Portugal,DESTROYER
2435,87,CM,Verratti,"Paris Saint-Germain","France Ligue 1",Italy,CAPTAIN
2436,87,CAM,Havertz,"Bayer 04 Leverkusen","Germany 1. Bundesliga",Germany,FREEKICK
2437,87,GK,Casteels,"VfL Wolfsburg","Germany 1. Bundesliga",Belgium,REFLEXES
2438,87,RM,Corona,"FC Porto","Portugal Primeira Liga",Mexico,VISION
2439,87,CB,Cömert,"FC Basel","Switzerland Super League",Switzerland,MARKING
2440,87,ST,Junker,"FK Bodø/Glimt","Norway Eliteserien",Denmark,SECONDSTRIKER
2441,87,CB,Dumić,"SV Darmstadt 98","Germany 2. Bundesliga","Bosnia and Herzegovina",PHYSICAL
2442,87,CM,Dudziak,"Hamburger SV","Germany 2. Bundesliga",Tunisia,LONGPASSING
2443,87,RW,Tajouri-Shradi,"New York City FC","USA Major League Soccer",Libya,DRIBBLING
2444,87,CDM,Stepanenko,"Shakhtar Donetsk","Rest of W",Ukraine,INTERCEPTIONS
2445,87,ST,Laba,"Al Ain FC","Rest of W",Togo,TARGETMAN
2446,87,RM,"Adama Traoré","Wolverhampton Wanderers","England Premier League",Spain,LONGSHOTS
2447,87,CB,Jullien,Celtic,"Scotland Premiership",France,MARKING
2448,87,CM,Kroos,"Real Madrid","Spain Primera División",Germany,PASSING
2449,87,LB,"Alex Sandro","Piemonte Calcio","Italy Serie A",Brazil,BALANCED
2450,87,CB,Fall,"FC Goa","Indian Super League",Senegal,HOLDING
2451,87,CB,Djiku,"RC Strasbourg","France Ligue 1",France,TACKLING
2452,87,CB,Giménez,"Atlético de Madrid","Spain Primera División",Uruguay,STOPPER
2453,87,ST,"El Arabi","Olympiacos CFP","Rest of W",Morocco,POACHER
2454,87,ST,Alibec,"Astra Giurgiu","Romania Liga I",Romania,DRIBBLING
2455,87,GK,Onana,Ajax,"Holland Eredivisie",Cameroon,NUMBER1
2456,87,CAM,Gómez,Atalanta,"Italy Serie A",Argentina,COUNTER
2457,87,CM,Milinković-Savić,Lazio,"Italy Serie A",Serbia,PASSING
2458,87,GK,Donnarumma,Milan,"Italy Serie A",Italy,GKGENERALIST
2459,87,LB,Sessegnon,"Tottenham Hotspur","England Premier League",England,REACTIONS
2460,87,CDM,Jahouh,"FC Goa","Indian Super League",Morocco,LONGPASSING
2461,87,LM,Hakšabanovič,"IFK Norrköping","Sweden Allsvenskan",Montenegro,LONGSHOTS
2462,87,ST,Ibrahimović,Milan,"Italy Serie A",Sweden,TARGETMAN
2463,87,CM,Goretzka,"Bayern München","Germany 1. Bundesliga",Germany,PASSING
2464,87,ST,Iličić,Atalanta,"Italy Serie A",Slovenia,SECONDSTRIKER
2465,87,RM,"Adama Traoré","Wolverhampton Wanderers","England Premier League",Spain,LONGSHOTS
2466,87,CM,Cyprien,"OGC Nice","France Ligue 1",France,BOXTOBOX
2467,87,ST,Klose,"Werder Bremen","Germany 1. Bundesliga",Germany,SECONDSTRIKER
2468,87,CDM,Stepanenko,"Shakhtar Donetsk","Rest of W",Ukraine,INTERCEPTIONS
2469,87,CDM,Witsel,"Borussia Dortmund","Germany 1. Bundesliga",Belgium,LONGPASSING
2470,87,GK,Gulácsi,"RB Leipzig","Germany 1. Bundesliga",Hungary,GKPOSITIONING
2471,87,ST,Nsame,"BSC Young Boys","Switzerland Super League",Cameroon,ACCELERATION
2472,87,CB,Lovren,Liverpool,"England Premier League",Croatia,MARKING
2473,87,CDM,André,"LOSC Lille","France Ligue 1",France,INTERCEPTIONS
2474,87,RB,Carvajal,"Real Madrid","Spain Primera División",Spain,REACTIONS
2475,87,CDM,Petros,"Al Nassr","Saudi Pro League",Brazil,LONGPASSING
2476,87,CM,Dudziak,"Hamburger SV","Germany 2. Bundesliga",Tunisia,LONGPASSING
2477,87,RW,Tajouri-Shradi,"New York City FC","USA Major League Soccer",Libya,DRIBBLING
2478,86,CDM,Martínez,Ajax,"Holland Eredivisie",Argentina,LONGPASSING
2479,86,LM,Gambin,"Colchester United","England League Two",Malta,BALLCONTROL
2480,86,ST,El-Helwe,"SV Meppen","Germany 3. Liga",Lebanon,POACHER
2481,86,GK,Lafont,"FC Nantes","France Ligue 1",France,REFLEXES
2482,86,ST,"Al Soma","Al Ahli","Saudi Pro League",Syria,TARGETMAN
2483,86,RW,Oudin,"Stade de Reims","France Ligue 1",France,SPEED
2484,86,CB,Juanan,"Bengaluru FC","Indian Super League",Spain,MARKING
2485,86,LB,Carneiro,"Kerala Blasters FC","Indian Super League",India,REACTIONS
2486,86,RM,Atal,"OGC Nice","France Ligue 1",Algeria,COUNTER
2487,86,LB,Max,"FC Augsburg","Germany 1. Bundesliga",Germany,DEFENDING
2488,86,LM,Fernandes,"FC Goa","Indian Super League",India,FREEKICK
2489,86,LB,Vertonghen,"Tottenham Hotspur","England Premier League",Belgium,DEFENDING
2490,86,LW,Coutinho,"Bayern München","Germany 1. Bundesliga",Brazil,SHOTPOWER
2491,86,LW,Rossi,"Los Angeles FC","USA Major League Soccer",Uruguay,ATTACKING
2492,86,CF,Immobile,Lazio,"Italy Serie A",Italy,ACCELERATION
2493,86,CB,Opara,"Minnesota United FC","USA Major League Soccer","United States",HOLDING
2494,86,RW,Diatta,"Club Brugge","Belgium Pro League",Senegal,ATTACKING
2495,86,LWB,Thompson,Brentford,"England Championship",England,REACTIONS
2496,86,LW,Evans,Portsmouth,"England League One",England,AGILITY
2497,86,CF,Depay,"Olympique Lyonnais","France Ligue 1",Netherlands,POACHER
2498,86,LB,Hollingshead,"FC Dallas","USA Major League Soccer","United States",REACTIONS
2499,86,CB,Goldson,Rangers,"Scotland Premiership",England,HOLDING
2500,86,ST,Zapata,Atalanta,"Italy Serie A",Colombia,SHOOTING
2501,86,GK,"Al Mayoof","Al Hilal","Saudi Pro League","Saudi Arabia",DIVING
2502,86,CB,"Igor Rossi","Al Faisaly","Saudi Pro League",Brazil,MARKING
2503,86,ST,"Al Soma","Al Ahli","Saudi Pro League",Syria,TARGETMAN
2504,86,CB,Godín,Inter,"Italy Serie A",Uruguay,AGGRESSION
2505,86,ST,Vitolo,"Atlético de Madrid","Spain Primera División",Spain,ACCELERATION
2506,86,CB,Brooks,"VfL Wolfsburg","Germany 1. Bundesliga","United States",HOLDING
2507,86,GK,Leno,Arsenal,"England Premier League",Germany,REFLEXES
2508,86,CDM,Petit,"AS Monaco","France Ligue 1",France,LONGPASSING
2509,86,ST,Lukaku,Inter,"Italy Serie A",Belgium,ACCELERATION
2510,86,RM,Ogbene,"Rotherham United","England League One",Nigeria,BALLCONTROL
2511,86,LW,Rossi,"Los Angeles FC","USA Major League Soccer",Uruguay,ATTACKING
2512,86,LW,"Bernardo Silva","Manchester City","England Premier League",Portugal,ATTACKING
2513,86,CB,Opara,"Minnesota United FC","USA Major League Soccer","United States",HOLDING
2514,86,CB,Tarkowski,Burnley,"England Premier League",England,STRENGTH
2515,86,CDM,Demme,"RB Leipzig","Germany 1. Bundesliga",Germany,INTERCEPTIONS
2516,86,LM,Amiri,"Bayer 04 Leverkusen","Germany 1. Bundesliga",Germany,LONGSHOTS
2517,86,CF,Depay,"Olympique Lyonnais","France Ligue 1",Netherlands,POACHER
2518,86,LB,Hollingshead,"FC Dallas","USA Major League Soccer","United States",REACTIONS
2519,86,CM,Keïta,Liverpool,"England Premier League",Guinea,BOXTOBOX
2520,86,LWB,Thompson,Brentford,"England Championship",England,REACTIONS
2521,86,LW,Evans,Portsmouth,"England League One",England,AGILITY
2522,86,ST,Vitolo,"Atlético de Madrid","Spain Primera División",Spain,ACCELERATION
2523,86,CM,Zakaria,"Borussia M gladbach","Germany 1. Bundesliga",Switzerland,LONGPASSING
2524,86,GK,Leno,Arsenal,"England Premier League",Germany,REFLEXES
2525,86,CM,Kroos,"Real Madrid","Spain Primera División",Germany,LONGPASSING
2526,86,LB,Max,"FC Augsburg","Germany 1. Bundesliga",Germany,DEFENDING
2527,86,LB,"Yuri Berchiche","Athletic Club de Bilbao","Spain Primera División",Spain,DEFENDING
2528,86,LM,Fraser,Bournemouth,"England Premier League",Scotland,FREEKICK
2529,86,CAM,Eriksen,"Tottenham Hotspur","England Premier League",Denmark,FREEKICK
2530,86,CDM,Martínez,Ajax,"Holland Eredivisie",Argentina,LONGPASSING
2531,86,LM,Mitriță,"New York City FC","USA Major League Soccer",Romania,LONGSHOTS
2532,86,RB,Muñoz,"Atlético Nacional","Colombia Categoría Primera",Colombia,DEFENDING
2533,86,CAM,Ødegaard,"Real Sociedad","Spain Primera División",Norway,COUNTER
2534,86,ST,Choupo-Moting,"Paris Saint-Germain","France Ligue 1",Cameroon,ACCELERATION
2535,86,RM,Salvio,"Buenos Aires","Argentina Primera División",Argentina,COUNTER
2536,86,ST,Vieri,Inter,"Italy Serie A",Italy,TARGETMAN
2537,86,RM,Ogbene,"Rotherham United","England League One",Nigeria,BALLCONTROL
2538,86,GK,Navas,"Paris Saint-Germain","France Ligue 1","Costa Rica",DIVING
2539,86,GK,Andrada,"Buenos Aires","Argentina Primera División",Argentina,REFLEXES
2540,86,CM,Keïta,Liverpool,"England Premier League",Guinea,BOXTOBOX
2541,86,LB,"Yuri Berchiche","Athletic Club de Bilbao","Spain Primera División",Spain,DEFENDING
2542,86,CM,Koke,"Atlético de Madrid","Spain Primera División",Spain,PASSING
2543,86,LM,Asamoah,Inter,"Italy Serie A",Ghana,BALLCONTROL
2544,86,ST,Manotas,"Houston Dynamo","USA Major League Soccer",Colombia,TARGETMAN
2545,86,ST,Augustin,"Leeds United","England Championship",France,ACCELERATION
2546,86,RM,Barrios,"FC Dallas","USA Major League Soccer",Colombia,BALLCONTROL
2547,86,GK,Lloris,"Tottenham Hotspur","England Premier League",France,GKPOSITIONING
2548,86,CDM,Gattuso,Milan,"Italy Serie A",Italy,DESTROYER
2549,86,CB,Donk,Galatasaray,"Turkey Süper Lig",Netherlands,HOLDING
2550,86,LM,Kılınç,"Demir Grup Sivasspor","Turkey Süper Lig",Turkey,LONGSHOTS
2551,86,CB,Tarkowski,Burnley,"England Premier League",England,STRENGTH
2552,86,CB,Kompany,Anderlecht,"Belgium Pro League",Belgium,MARKING
2553,86,CM,Verón,"Estudiantes de La Plata","Argentina Primera División",Argentina,BOXTOBOX
2554,86,CB,"Bruno Viana",Braga,"Portugal Primeira Liga",Brazil,HOLDING
2555,86,RB,Mariano,Galatasaray,"Turkey Süper Lig",Brazil,PACE
2556,86,GK,Handanovič,Inter,"Italy Serie A",Slovenia,GKPOSITIONING
2557,86,GK,Vermeer,"Los Angeles FC","USA Major League Soccer",Netherlands,NUMBER1
2558,86,CB,Sokratis,Arsenal,"England Premier League",Greece,TACKLING
2559,86,ST,Braithwaite,"FC Barcelona","Spain Primera División",Denmark,FINISHING
2560,86,RB,Muñoz,"Atlético Nacional","Colombia Categoría Primera",Colombia,DEFENDING
2561,86,RB,Azpilicueta,Chelsea,"England Premier League",Spain,DEFENDING
2562,86,LM,Mitriță,"New York City FC","USA Major League Soccer",Romania,LONGSHOTS
2563,86,RM,Bowen,"West Ham United","England Premier League",England,COUNTER
2564,86,ST,Choupo-Moting,"Paris Saint-Germain","France Ligue 1",Cameroon,ACCELERATION
2565,86,RM,Salvio,"Buenos Aires","Argentina Primera División",Argentina,COUNTER
2566,86,GK,Kepa,Chelsea,"England Premier League",Spain,GKGENERALIST
2567,86,RB,Walker,"Manchester City","England Premier League",England,BALANCED
2568,86,CM,Pogba,"Manchester United","England Premier League",France,PASSING
2569,86,LM,"Felipe Anderson","West Ham United","England Premier League",Brazil,VISION
2570,86,GK,Navas,"Paris Saint-Germain","France Ligue 1","Costa Rica",DIVING
2571,86,CM,"João Moutinho","Wolverhampton Wanderers","England Premier League",Portugal,LONGPASSING
2572,86,GK,Andrada,"Buenos Aires","Argentina Primera División",Argentina,REFLEXES
2573,86,RW,Munir,"Sevilla FC","Spain Primera División",Spain,SPEED
2574,86,LF,Loría,"Portland Timbers","USA Major League Soccer","Costa Rica",SPEED
2575,86,LM,López,América,"Mexico Liga MX",Guatemala,VISION
2576,86,GK,Ruffier,"AS Saint-Étienne","France Ligue 1",France,GKGENERALIST
2577,86,CM,Koke,"Atlético de Madrid","Spain Primera División",Spain,PASSING
2578,86,CF,Depay,"Olympique Lyonnais","France Ligue 1",Netherlands,FINISHING
2579,86,LM,Fraser,Bournemouth,"England Premier League",Scotland,FREEKICK
2580,86,ST,Manotas,"Houston Dynamo","USA Major League Soccer",Colombia,TARGETMAN
2581,86,RM,Barrios,"FC Dallas","USA Major League Soccer",Colombia,BALLCONTROL
2582,86,CM,Parejo,"Valencia CF","Spain Primera División",Spain,BOXTOBOX
2583,86,CDM,Demme,"RB Leipzig","Germany 1. Bundesliga",Germany,INTERCEPTIONS
2584,86,CM,"Douglas Luiz","Aston Villa","England Premier League",Brazil,BOXTOBOX
2585,86,ST,Hoarau,"BSC Young Boys","Switzerland Super League",France,ACCELERATION
2586,86,CB,Donk,Galatasaray,"Turkey Süper Lig",Netherlands,HOLDING
2587,86,LM,Amiri,"Bayer 04 Leverkusen","Germany 1. Bundesliga",Germany,LONGSHOTS
2588,86,LM,Kılınç,"Demir Grup Sivasspor","Turkey Süper Lig",Turkey,LONGSHOTS
2589,86,CB,Kompany,Anderlecht,"Belgium Pro League",Belgium,MARKING
2590,86,CB,"Bruno Viana",Braga,"Portugal Primeira Liga",Brazil,HOLDING
2591,86,RB,Mariano,Galatasaray,"Turkey Süper Lig",Brazil,PACE
2592,86,CB,Pepe,"FC Porto","Portugal Primeira Liga",Portugal,AGGRESSION
2593,86,LB,"Alex Telles","FC Porto","Portugal Primeira Liga",Brazil,DEFENDING
2594,86,RM,Pizzi,"SL Benfica","Portugal Primeira Liga",Portugal,VISION
2595,86,LW,Khazri,"AS Saint-Étienne","France Ligue 1",Tunisia,ATTACKING
2596,86,ST,Augustin,"Leeds United","England Championship",France,ACCELERATION
2597,86,LW,Rashica,"Werder Bremen","Germany 1. Bundesliga",Kosovo,AGILITY
2598,86,CDM,Delph,Everton,"England Premier League",England,LONGPASSING
2599,86,RW,Munir,"Sevilla FC","Spain Primera División",Spain,SPEED
2600,86,CB,Manolas,Napoli,"Italy Serie A",Greece,STOPPER
2601,86,CB,Piqué,"FC Barcelona","Spain Primera División",Spain,TACKLING
2602,86,GK,Handanovič,Inter,"Italy Serie A",Slovenia,GKPOSITIONING
2603,86,GK,Neuer,"Bayern München","Germany 1. Bundesliga",Germany,HANDLING
2604,86,GK,Vermeer,"Los Angeles FC","USA Major League Soccer",Netherlands,NUMBER1
2605,86,GK,Lloris,"Tottenham Hotspur","England Premier League",France,GKPOSITIONING
2606,86,ST,Braithwaite,"FC Barcelona","Spain Primera División",Denmark,FINISHING
2607,86,CAM,"David Silva","Manchester City","England Premier League",Spain,FREEKICK
2608,86,RM,Bowen,"West Ham United","England Premier League",England,COUNTER
2609,86,ST,Cavani,"Paris Saint-Germain","France Ligue 1",Uruguay,SHOOTING
2610,86,CM,Parejo,"Valencia CF","Spain Primera División",Spain,BOXTOBOX
2611,86,ST,Hoarau,"BSC Young Boys","Switzerland Super League",France,ACCELERATION
2612,86,CB,Godín,Inter,"Italy Serie A",Uruguay,AGGRESSION
2613,86,CM,Kroos,"Real Madrid","Spain Primera División",Germany,LONGPASSING
2614,86,CAM,Reus,"Borussia Dortmund","Germany 1. Bundesliga",Germany,FREEKICK
2615,86,ST,Crespo,Parma,"Italy Serie A",Argentina,POACHER
2616,86,ST,Aubameyang,Arsenal,"England Premier League",Gabon,POACHER
2617,86,CB,Manolas,Napoli,"Italy Serie A",Greece,STOPPER
2618,86,CDM,Fabián,Napoli,"Italy Serie A",Spain,LONGPASSING
2619,86,ST,McBurnie,"Sheffield United","England Premier League",Scotland,FINISHING
2620,86,LW,Embarba,"RCD Espanyol","Spain Primera División",Spain,AGILITY
2621,86,RM,Višća,"Medipol Başakşehir","Turkey Süper Lig","Bosnia and Herzegovina",FREEKICK
2622,86,GK,Courtois,"Real Madrid","Spain Primera División",Belgium,GKGENERALIST
2623,86,LM,Alli,"Tottenham Hotspur","England Premier League",England,VISION
2624,86,CM,Pogba,"Manchester United","England Premier League",France,PASSING
2625,86,RW,Sterling,"Manchester City","England Premier League",England,SHOTPOWER
2626,86,LW,Mané,Liverpool,"England Premier League",Senegal,ATTACKING
2627,86,LF,Loría,"Portland Timbers","USA Major League Soccer","Costa Rica",SPEED
2628,86,GK,Ederson,"Manchester City","England Premier League",Brazil,HANDLING
2629,86,LM,López,América,"Mexico Liga MX",Guatemala,VISION
2630,86,CAM,Canales,"Real Betis Balompié","Spain Primera División",Spain,FREEKICK
2631,86,CAM,Dybala,"Piemonte Calcio","Italy Serie A",Argentina,COUNTER
2632,86,LW,Khazri,"AS Saint-Étienne","France Ligue 1",Tunisia,ATTACKING
2633,86,CM,"Dani Ceballos",Arsenal,"England Premier League",Spain,CAPTAIN
2634,86,GK,Neuer,"Bayern München","Germany 1. Bundesliga",Germany,HANDLING
2635,86,CM,"Douglas Luiz","Aston Villa","England Premier League",Brazil,BOXTOBOX
2636,86,LM,Promes,Ajax,"Holland Eredivisie",Netherlands,LONGSHOTS
2637,86,ST,Dessers,"Heracles Almelo","Holland Eredivisie",Nigeria,SHOOTING
2638,86,ST,Jiménez,"Wolverhampton Wanderers","England Premier League",Mexico,ACCELERATION
2639,86,CDM,Delph,Everton,"England Premier League",England,LONGPASSING
2640,86,CB,Salcedo,"Tigres U.A.N.L.","Mexico Liga MX",Mexico,MARKING
2641,86,LB,Chilwell,"Leicester City","England Premier League",England,BALANCED
2642,86,CM,"Luis Alberto",Lazio,"Italy Serie A",Spain,BALLCONTROL
2643,86,ST,Boadu,AZ,"Holland Eredivisie",Netherlands,FINISHING
2644,86,CB,Fernandinho,"Manchester City","England Premier League",Brazil,STRENGTH
2645,86,LW,Piatti,"Montreal Impact","USA Major League Soccer",Argentina,ATTACKING
2646,86,GK,Consigli,Sassuolo,"Italy Serie A",Italy,NUMBER1
2647,86,GK,Aitor,"Levante UD","Spain Primera División",Spain,DIVING
2648,86,CB,Disasi,"Stade de Reims","France Ligue 1",France,PHYSICAL
2649,86,GK,Ederson,"Manchester City","England Premier League",Brazil,HANDLING
